MAS: Financial Database - Domestic Interest Rates Exchange Rates;;;;MAS: Financial Database - Exchange Rates;;;;;
;;;;;;;;;
Domestic Interest Rates (Daily) Exchange Rates (Daily);;;;Exchange Rates (Daily);;;;;
Mar 2000 to May 2024;;;;Mar 2000 to May 2024;;;;;
;;;;;;;;;
;;;;;;;;;
End of Period / SORA Value Date;Month;Date;Interbank 1-Week;Year;Month;Day;S$ Per Unit of US Dollar;tasa_EEUU;riesgo_MALASIA
2000;Mar;1;2,63;2000;Mar;3;17.203;;
;;2;2,5;;;10;17.097;;
;;3;2,38;;;17;17.103;;
;;4;2,5;;;24;17.125;;
;;6;1,88;;;31;17.189;;
;;7;1,75;;Apr;7;17.115;;
;;8;1,75;;;14;17.118;;
;;9;1,63;;;20;16.965;;
;;10;1,69;;;28;17.049;;
;;11;1,63;;May;5;17.195;;
;;13;2;;;12;17.278;;
;;14;2;;;19;17.305;;
;;15;2,13;;;26;17.325;;
;;17;2,5;;Jun;2;17.283;;
;;18;2,5;;;9;17.262;;
;;20;3;;;16;17.243;;
;;21;2,5;;;23;17.335;;
;;22;2,25;;;30;17.294;;
;;23;2,25;;Jul;7;17.365;;
;;24;2,13;;;14;17.420;;
;;25;2,13;;;21;17.463;;
;;27;2,19;;;28;17.315;;
;;28;2,19;;Aug;4;17.235;;
;;29;2,25;;;11;17.145;;
;;30;2,25;;;18;17.200;;
;;31;2,25;;;25;17.215;;
;Apr;1;2,25;;Sep;1;17.203;;
;;3;2,13;;;8;17.313;;
;;4;1,94;;;15;17.370;;
;;5;2;;;22;17.458;;
;;6;1,94;;;29;17.410;;
;;7;2,19;;Oct;6;17.473;;
;;8;2,13;;;13;17.525;;
;;10;2,13;;;20;17.500;;
;;11;2,5;;;27;17.554;;
;;12;2,5;;Nov;3;17.330;;
;;13;2,75;;;10;17.390;;
;;14;2,63;;;17;17.478;;
;;15;2,63;;;24;17.579;;
;;17;2,63;;Dec;1;17.516;;
;;18;2,63;;;8;17.339;;
;;19;2,25;;;15;17.368;;
;;20;2,5;;;22;17.293;;
;;22;2,5;;;29;17.315;;
;;24;2,5;;;;;;
;;25;2,94;* Yearly; monthly and weekly figures are end period values,;;;;
;;26;3,13;* Daily figures are values as of noon,;;;;;
;;27;2,75;;;;;;
;;28;2,5;;;;;;
;;29;2,5;End of Period;;;S$ Per Unit of US Dollar;;
;May;2;2,5;2001;Jan;5;17.355;;
;;3;2,63;;;12;17.342;;
;;4;2,75;;;19;17.405;;
;;5;2,75;;;26;17.437;;
;;6;2,88;;Feb;2;17.390;;
;;8;3;;;9;17.459;;
;;9;3;;;16;17.442;;
;;10;3,13;;;23;17.455;;
;;11;3,25;;Mar;2;17.461;;
;;12;3;;;9;17.553;;
;;13;3;;;16;17.705;;
;;15;2,5;;;23;17.828;;
;;16;2,5;;;30;18.005;;
;;17;2,5;;Apr;6;18.145;;
;;19;2,63;;;12;18.088;;
;;20;2,63;;;20;18.090;;
;;22;2,5;;;27;18.195;;
;;23;2,75;;May;4;18.211;;
;;24;2,75;;;11;18.141;;
;;25;2,75;;;18;18.065;;
;;26;2,75;;;25;18.045;;
;;27;2,75;;Jun;1;18.083;;
;;29;2,69;;;8;18.101;;
;;30;2,38;;;15;18.137;;
;;31;2,25;;;22;18.195;;
;Jun;1;2,13;;;29;18.207;;
;;2;2;;Jul;6;18.255;;
;;3;2;;;13;18.355;;
;;5;1,75;;;20;18.240;;
;;6;1,88;;;27;18.036;;
;;7;1,88;;Aug;3;17.782;;
;;8;1,81;;;10;17.617;;
;;9;2;;;17;17.493;;
;;10;1,88;;;24;17.521;;
;;12;1,88;;;31;17.393;;
;;13;1,75;;Sep;7;17.510;;
;;14;1,75;;;14;17.388;;
;;15;2;;;21;17.389;;
;;16;2;;;28;17.651;;
;;17;2;;Oct;5;17.820;;
;;19;2,25;;;12;18.183;;
;;20;2,5;;;19;18.180;;
;;21;2,63;;;26;18.257;;
;;22;2,5;;Nov;2;18.331;;
;;23;2,63;;;9;18.218;;
;;24;2,63;;;16;18.308;;
;;26;2,88;;;23;18.407;;
;;27;2,63;;;30;18.308;;
;;28;2,63;;Dec;7;18.306;;
;;29;2,5;;;14;18.320;;
;;30;2,38;;;21;18.426;;
;Jul;1;2,38;;;28;18.500;;
;;3;2,44;;;;;;
;;4;2,31;* Yearly; monthly and weekly figures are end period values,;;;;
;;5;2,5;* Daily figures are values as of noon,;;;;;
;;6;2,5;;;;;;
;;7;2,44;;;;;;
;;8;2,44;End of Period;;;S$ Per Unit of US Dollar;;
;;10;2,38;2002;Jan;4;18.467;;
;;11;2,38;;;11;18.443;;
;;12;2,44;;;18;18.367;;
;;13;2,63;;;25;18.370;;
;;14;2,56;;Feb;1;18.380;;
;;15;2,56;;;8;18.319;;
;;17;2,44;;;15;18.241;;
;;18;2,44;;;22;18.325;;
;;19;2,56;;Mar;1;18.312;;
;;20;2,5;;;8;18.192;;
;;21;2,5;;;15;18.232;;
;;22;2,5;;;22;18.288;;
;;24;2,44;;;28;18.425;;
;;25;2,5;;Apr;5;18.360;;
;;26;2,56;;;12;18.380;;
;;27;2,56;;;19;18.215;;
;;28;2,5;;;26;18.101;;
;;29;2,5;;May;3;18.092;;
;;31;2,56;;;10;18.085;;
;Aug;1;2,5;;;17;17.955;;
;;2;2,44;;;24;17.995;;
;;3;2,38;;;31;17.855;;
;;4;2,38;;Jun;7;17.967;;
;;5;2,38;;;14;17.865;;
;;7;2,25;;;21;17.753;;
;;8;2,25;;;28;17.645;;
;;10;2,31;;Jul;5;17.695;;
;;11;2,38;;;12;17.512;;
;;12;2,38;;;19;17.335;;
;;14;2,44;;;26;17.527;;
;;15;2,63;;Aug;2;17.553;;
;;16;2,69;;;8;17.668;;
;;17;2,5;;;16;17.484;;
;;18;2,5;;;23;17.574;;
;;19;2,5;;;30;17.485;;
;;21;2,5;;Sep;6;17.445;;
;;22;2,5;;;13;17.616;;
;;23;2,5;;;20;17.752;;
;;24;2,56;;;27;17.781;;
;;25;2,5;;Oct;4;17.832;;
;;26;2,56;;;11;17.931;;
;;28;2,5;;;18;17.879;;
;;29;2,56;;;25;17.745;;
;;30;2,63;;Nov;1;17.695;;
;;31;2,5;;;8;17.617;;
;Sep;1;2,44;;;15;17.624;;
;;2;2,44;;;22;17.705;;
;;4;2,44;;;29;17.627;;
;;5;2,44;;Dec;5;17.723;;
;;6;2,44;;;13;17.557;;
;;7;2,44;;;20;17.434;;
;;8;2,44;;;27;17.371;;
;;9;2,5;;;;;;
;;11;2,5;* Yearly; monthly and weekly figures are end period values,;;;;
;;12;2,56;* Daily figures are values as of noon,;;;;;
;;13;2,63;;;;;;
;;14;2,56;;;;;;
;;15;2,5;End of Period;;;S$ Per Unit of US Dollar;;
;;16;2,5;2003;Jan;2;17.426;;
;;18;2,5;;;3;17.453;;
;;19;2,44;;;6;17.405;;
;;20;2,44;;;7;17.402;;
;;21;2,5;;;8;17.420;;
;;22;2,5;;;9;17.371;;
;;23;2,5;;;10;17.385;;
;;25;2,5;;;13;17.372;;
;;26;2,5;;;14;17.337;;
;;27;2,5;;;15;17.339;;
;;28;2,44;;;16;17.323;;
;;29;2,5;;;17;17.306;;
;;30;2,5;;;20;17.341;;
;Oct;2;2,5;;;21;17.345;;
;;3;2,56;;;22;17.333;;
;;4;2,75;;;23;17.343;;
;;5;2,56;;;24;17.308;;
;;6;2,5;;;27;17.285;;
;;7;2,5;;;28;17.309;;
;;9;2,44;;;29;17.315;;
;;10;2,44;;;30;17.316;;
;;11;2,5;;;31;17.377;;
;;12;2,5;;Feb;4;17.454;;
;;13;2,69;;;5;17.379;;
;;14;2,63;;;6;17.428;;
;;16;2,5;;;7;17.418;;
;;17;2,5;;;10;17.493;;
;;18;2,5;;;11;17.570;;
;;19;2,5;;;13;17.540;;
;;20;2,5;;;14;17.541;;
;;21;2,5;;;17;17.553;;
;;23;2,56;;;18;17.530;;
;;24;2,69;;;19;17.513;;
;;25;2,63;;;20;17.483;;
;;27;2,75;;;21;17.435;;
;;28;2,75;;;24;17.419;;
;;30;2,75;;;25;17.377;;
;;31;2,63;;;26;17.352;;
;Nov;1;2,63;;;27;17.337;;
;;2;2,5;;;28;17.377;;
;;3;2,5;;Mar;3;17.381;;
;;4;2,5;;;4;17.341;;
;;6;2,75;;;5;17.321;;
;;7;2,88;;;6;17.352;;
;;8;3;;;7;17.347;;
;;9;2,75;;;10;17.348;;
;;10;2,75;;;11;17.357;;
;;11;2,63;;;12;17.412;;
;;13;2,5;;;13;17.491;;
;;14;2,56;;;14;17.535;;
;;15;2,56;;;17;17.537;;
;;16;2,69;;;18;17.626;;
;;17;2,69;;;19;17.670;;
;;18;2,69;;;20;17.688;;
;;20;2,75;;;21;17.649;;
;;21;2,69;;;24;17.681;;
;;22;2,81;;;25;17.620;;
;;23;2,75;;;26;17.672;;
;;24;2,75;;;27;17.698;;
;;25;2,75;;;28;17.697;;
;;27;2,75;;;31;17.656;;
;;28;2,81;;Apr;1;17.664;;
;;29;2,81;;;2;17.688;;
;;30;2,81;;;3;17.697;;
;Dec;1;2,63;;;4;17.776;;
;;2;2,69;;;7;17.835;;
;;4;2,69;;;8;17.807;;
;;5;2,88;;;9;17.829;;
;;6;2,88;;;10;17.806;;
;;7;3;;;11;17.749;;
;;8;2,81;;;14;17.819;;
;;9;2,81;;;15;17.776;;
;;11;2,81;;;16;17.797;;
;;12;2,75;;;17;17.688;;
;;13;2,75;;;21;17.685;;
;;14;2,81;;;22;17.766;;
;;15;2,94;;;23;17.765;;
;;16;2,88;;;24;17.796;;
;;18;2,75;;;25;17.814;;
;;19;2,88;;;28;17.829;;
;;20;3;;;29;17.744;;
;;21;3,25;;;30;17.741;;
;;22;3,5;;May;2;17.701;;
;;23;3,5;;;5;17.656;;
;;26;3,5;;;6;17.491;;
;;28;2,88;;;7;17.419;;
;;29;2,75;;;8;17.379;;
;;30;2,75;;;9;17.380;;
;;;;;;12;17.329;;
;;;;;;13;17.351;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;14;17.348;;
2001;Jan;2;2,63;;;16;17.209;;
;;3;2,69;;;19;17.224;;
;;4;2,69;;;20;17.298;;
;;5;2,75;;;21;17.230;;
;;6;2,75;;;22;17.270;;
;;8;2,5;;;23;17.221;;
;;9;2,38;;;26;17.198;;
;;10;2,5;;;27;17.203;;
;;11;2,63;;;28;17.275;;
;;12;2,63;;;29;17.348;;
;;13;2,63;;;30;17.299;;
;;15;3;;Jun;2;17.340;;
;;16;3,13;;;3;17.258;;
;;17;2,75;;;4;17.265;;
;;18;2,88;;;5;17.245;;
;;19;2,75;;;6;17.212;;
;;20;2,75;;;9;17.300;;
;;22;2,63;;;10;17.292;;
;;23;2,63;;;11;17.345;;
;;26;2,63;;;12;17.382;;
;;27;2,5;;;13;17.381;;
;;29;2,5;;;16;17.273;;
;;30;2,5;;;17;17.279;;
;;31;2,63;;;18;17.280;;
;Feb;1;2,38;;;19;17.327;;
;;2;2,13;;;20;17.320;;
;;3;2,13;;;23;17.349;;
;;5;1,88;;;24;17.407;;
;;6;2;;;25;17.402;;
;;7;2,13;;;26;17.427;;
;;8;2,13;;;27;17.531;;
;;9;2;;;30;17.567;;
;;10;2;;Jul;1;17.589;;
;;12;1,94;;;2;17.574;;
;;13;2,13;;;3;17.528;;
;;14;2,25;;;4;17.513;;
;;15;2,13;;;7;17.475;;
;;16;2,25;;;8;17.560;;
;;17;2,13;;;9;17.520;;
;;19;2,13;;;10;17.561;;
;;20;2;;;11;17.548;;
;;21;2;;;14;17.565;;
;;22;2;;;15;17.560;;
;;23;2;;;16;17.620;;
;;24;2;;;17;17.580;;
;;26;1,88;;;18;17.618;;
;;27;1,88;;;21;17.578;;
;;28;1,81;;;22;17.605;;
;Mar;1;1,81;;;23;17.572;;
;;2;1,88;;;24;17.518;;
;;3;1,81;;;25;17.480;;
;;5;1,88;;;28;17.465;;
;;7;2,13;;;29;17.521;;
;;8;2,5;;;30;17.561;;
;;9;2,5;;;31;17.598;;
;;10;2,5;;Aug;1;17.602;;
;;12;3;;;4;17.605;;
;;13;3,25;;;5;17.629;;
;;14;2,63;;;6;17.645;;
;;15;2,38;;;7;17.618;;
;;16;2,5;;;8;17.536;;
;;17;2,5;;;11;17.566;;
;;19;2,31;;;12;17.534;;
;;20;2,25;;;13;17.573;;
;;21;2,38;;;14;17.532;;
;;22;2,75;;;15;17.488;;
;;23;2,38;;;18;17.480;;
;;24;2,5;;;19;17.506;;
;;26;2,25;;;20;17.500;;
;;27;2,13;;;21;17.402;;
;;28;2,25;;;22;17.424;;
;;29;2,38;;;25;17.443;;
;;30;2,38;;;26;17.487;;
;;31;2,38;;;27;17.550;;
;Apr;2;2,75;;;28;17.532;;
;;3;2,5;;;29;17.573;;
;;4;2,75;;Sep;1;17.546;;
;;5;2,38;;;2;17.538;;
;;6;2,38;;;3;17.580;;
;;7;2,38;;;4;17.540;;
;;9;2,38;;;5;17.606;;
;;10;2,25;;;8;17.597;;
;;11;2,13;;;9;17.565;;
;;12;2,25;;;10;17.515;;
;;14;2,25;;;11;17.485;;
;;16;2,25;;;12;17.493;;
;;17;2,13;;;15;17.522;;
;;18;1,88;;;16;17.520;;
;;19;1,63;;;17;17.492;;
;;20;2;;;18;17.483;;
;;21;2;;;19;17.477;;
;;23;2,13;;;22;17.313;;
;;24;2;;;23;17.305;;
;;25;2;;;24;17.360;;
;;26;2,38;;;25;17.331;;
;;27;2,75;;;26;17.313;;
;;28;2,5;;;29;17.295;;
;;30;2,25;;;30;17.285;;
;May;2;2,25;;Oct;1;17.286;;
;;3;2,25;;;2;17.243;;
;;4;2,25;;;3;17.255;;
;;5;2,25;;;6;17.295;;
;;8;2,38;;;7;17.258;;
;;9;2,56;;;8;17.213;;
;;10;2,25;;;9;17.233;;
;;11;2,25;;;10;17.247;;
;;12;2,25;;;13;17.181;;
;;14;2,13;;;14;17.301;;
;;15;2,13;;;15;17.416;;
;;16;2,19;;;16;17.393;;
;;17;2,13;;;17;17.387;;
;;18;2,13;;;20;17.407;;
;;19;2,13;;;21;17.440;;
;;21;2,13;;;22;17.432;;
;;22;2,25;;;23;17.335;;
;;23;2,38;;;27;17.430;;
;;24;2,25;;;28;17.451;;
;;25;2,38;;;29;17.395;;
;;26;2,38;;;30;17.340;;
;;28;2,31;;;31;17.365;;
;;29;2,38;;Nov;3;17.414;;
;;30;2,25;;;4;17.445;;
;;31;2,25;;;5;17.418;;
;Jun;1;2,19;;;6;17.423;;
;;2;2,25;;;7;17.410;;
;;4;2,19;;;10;17.387;;
;;5;2,13;;;11;17.343;;
;;6;2,13;;;12;17.347;;
;;7;2,13;;;13;17.291;;
;;8;2,13;;;14;17.200;;
;;9;2,13;;;17;17.194;;
;;11;2,13;;;18;17.217;;
;;12;2,13;;;19;17.124;;
;;13;2,38;;;20;17.137;;
;;14;2,31;;;21;17.220;;
;;15;2,38;;;24;17.240;;
;;16;2,25;;;26;17.191;;
;;18;2,19;;;27;17.223;;
;;19;2,19;;;28;17.260;;
;;20;2,25;;Dec;1;17.233;;
;;21;2,25;;;2;17.220;;
;;22;2,25;;;3;17.191;;
;;23;2,25;;;4;17.163;;
;;25;2,31;;;5;17.170;;
;;26;2,38;;;8;17.123;;
;;27;2,38;;;9;17.104;;
;;28;2,38;;;10;17.130;;
;;29;2,31;;;11;17.143;;
;;30;2,31;;;12;17.110;;
;Jul;2;2,25;;;15;17.088;;
;;3;2,19;;;16;17.078;;
;;4;2,19;;;17;17.090;;
;;5;2,19;;;18;17.083;;
;;6;2,25;;;19;17.077;;
;;7;2,25;;;22;17.087;;
;;9;2,25;;;23;17.075;;
;;10;2;;;24;17.083;;
;;11;2,13;;;26;17.029;;
;;12;2,06;;;29;17.053;;
;;13;2;;;30;17.012;;
;;14;2,06;;;31;17.008;;
;;16;2,13;;;;;;
;;17;2,38;* Yearly; monthly and weekly figures are end period values,;;;;
;;18;3;* Daily figures are values as of noon,;;;;;
;;19;3;;;;;;
;;20;3;;;;;;
;;21;2,75;End of Period;;;S$ Per Unit of US Dollar;;
;;23;3,5;2004;Jan;2;16.995;;
;;24;3;;;5;16.999;;
;;25;2,88;;;6;16.991;;
;;26;2,75;;;7;16.973;;
;;27;2,63;;;8;16.975;;
;;28;2,63;;;9;16.946;;
;;30;2,75;;;12;16.917;;
;;31;2,75;;;13;16.945;;
;Aug;1;3,13;;;14;16.934;;
;;2;3;;;15;16.950;;
;;3;2,94;;;16;16.994;;
;;4;2,88;;;19;17.081;;
;;6;3;;;20;17.125;;
;;7;2,88;;;21;17.025;;
;;8;2,5;;;26;16.965;;
;;10;2,25;;;27;16.970;;
;;11;2,25;;;28;16.959;;
;;13;2,13;;;29;16.995;;
;;14;2,25;;;30;17.020;;
;;15;2,5;;Feb;3;16.953;;
;;16;2,38;;;4;16.939;;
;;17;2,38;;;5;16.936;;
;;18;2,38;;;6;16.960;;
;;20;2,5;;;9;16.871;;
;;21;2,5;;;10;16.828;;
;;22;2,5;;;11;16.740;;
;;23;2,31;;;12;16.719;;
;;24;2,25;;;13;16.740;;
;;25;2,31;;;16;16.741;;
;;27;2,25;;;17;16.771;;
;;28;2,06;;;18;16.750;;
;;29;2,13;;;19;16.789;;
;;30;2,13;;;20;16.823;;
;;31;2,13;;;23;16.977;;
;Sep;1;2,13;;;24;16.965;;
;;3;2,13;;;25;16.884;;
;;4;2;;;26;16.946;;
;;5;2,13;;;27;17.032;;
;;6;2,19;;Mar;1;16.985;;
;;7;2,19;;;2;17.028;;
;;8;2,19;;;3;17.088;;
;;10;2,06;;;4;17.087;;
;;11;2;;;5;17.163;;
;;12;2;;;8;17.129;;
;;13;2;;;9;17.009;;
;;14;1,75;;;10;17.087;;
;;15;1,75;;;11;17.129;;
;;17;1,88;;;12;17.095;;
;;18;1,75;;;15;17.130;;
;;19;1,63;;;16;17.070;;
;;20;1,75;;;17;17.016;;
;;21;1,75;;;18;16.921;;
;;22;1,63;;;19;16.933;;
;;24;1,63;;;22;16.954;;
;;25;1,94;;;23;16.886;;
;;26;2;;;24;16.885;;
;;27;1,63;;;25;16.914;;
;;28;1,5;;;26;16.905;;
;;29;1,5;;;29;16.895;;
;Oct;1;1,5;;;30;16.844;;
;;2;1,38;;;31;16.790;;
;;3;1,38;;Apr;1;16.753;;
;;4;1,13;;;2;16.720;;
;;5;0,94;;;5;16.772;;
;;6;0,94;;;6;16.828;;
;;8;1;;;7;16.791;;
;;9;1;;;8;16.755;;
;;10;0,94;;;12;16.691;;
;;11;1,19;;;13;16.631;;
;;12;1,13;;;14;16.726;;
;;13;1,13;;;15;16.846;;
;;15;1;;;16;16.813;;
;;16;1;;;19;16.776;;
;;17;0,88;;;20;16.783;;
;;18;0,88;;;21;16.885;;
;;19;0,88;;;22;16.945;;
;;20;0,88;;;23;16.987;;
;;22;0,94;;;26;17.003;;
;;23;1,13;;;27;16.960;;
;;24;1;;;28;16.944;;
;;25;1;;;29;16.998;;
;;26;0,75;;;30;17.038;;
;;27;0,63;;May;3;16.995;;
;;29;0,63;;;4;16.972;;
;;30;0,5;;;5;16.912;;
;;31;0,56;;;6;16.867;;
;Nov;1;0,75;;;7;16.917;;
;;2;0,75;;;10;17.119;;
;;5;0,56;;;11;17.211;;
;;6;0,63;;;12;17.130;;
;;7;0,63;;;13;17.190;;
;;8;0,63;;;14;17.291;;
;;9;0,75;;;17;17.201;;
;;10;0,75;;;18;17.261;;
;;12;0,81;;;19;17.202;;
;;13;0,75;;;20;17.152;;
;;15;0,88;;;21;17.168;;
;;16;1;;;24;17.174;;
;;17;0,88;;;25;17.197;;
;;19;0,88;;;26;17.127;;
;;20;1;;;27;17.066;;
;;21;1;;;28;16.992;;
;;22;1;;;31;16.981;;
;;23;1;;Jun;1;17.011;;
;;24;0,94;;;3;17.043;;
;;26;0,88;;;4;17.097;;
;;27;0,81;;;7;17.059;;
;;28;0,75;;;8;17.045;;
;;29;0,75;;;9;17.050;;
;;30;0,88;;;10;17.127;;
;Dec;1;0,88;;;11;17.145;;
;;3;1;;;14;17.228;;
;;4;1;;;15;17.183;;
;;5;0,94;;;16;17.134;;
;;6;1;;;17;17.170;;
;;7;1;;;18;17.189;;
;;8;0,88;;;21;17.160;;
;;10;0,88;;;22;17.214;;
;;11;0,75;;;23;17.180;;
;;12;0,63;;;24;17.156;;
;;13;0,75;;;25;17.052;;
;;14;0,75;;;28;17.065;;
;;15;0,75;;;29;17.111;;
;;18;0,69;;;30;17.163;;
;;19;0,63;;Jul;1;17.167;;
;;20;0,75;;;2;17.176;;
;;21;1,25;;;5;17.125;;
;;22;1,13;;;6;17.167;;
;;24;1,25;;;7;17.138;;
;;26;1;;;8;17.073;;
;;27;1,25;;;9;17.041;;
;;28;1,13;;;12;16.992;;
;;29;1,13;;;13;17.006;;
;;31;1,13;;;14;17.015;;
;;;;;;15;17.069;;
;;;;;;16;17.058;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;19;16.994;;
2002;Jan;2;1;;;20;17.023;;
;;3;1;;;21;17.065;;
;;4;1;;;22;17.163;;
;;5;1;;;23;17.191;;
;;7;1,06;;;26;17.230;;
;;8;1,06;;;27;17.221;;
;;9;1,06;;;28;17.246;;
;;10;1,06;;;29;17.248;;
;;11;1;;;30;17.243;;
;;12;1;;Aug;2;17.157;;
;;14;0,81;;;3;17.176;;
;;15;0,75;;;4;17.216;;
;;16;0,75;;;5;17.211;;
;;17;0,69;;;6;17.232;;
;;18;0,88;;;10;17.125;;
;;19;0,88;;;11;17.165;;
;;21;0,81;;;12;17.120;;
;;22;0,81;;;13;17.180;;
;;23;0,75;;;16;17.156;;
;;24;0,88;;;17;17.133;;
;;25;0,94;;;18;17.141;;
;;26;0,94;;;19;17.137;;
;;28;1;;;20;17.082;;
;;29;0,94;;;23;17.051;;
;;30;0,94;;;24;17.116;;
;;31;0,75;;;25;17.112;;
;Feb;1;0,81;;;26;17.128;;
;;2;0,81;;;27;17.111;;
;;4;0,75;;;30;17.143;;
;;5;0,75;;;31;17.130;;
;;6;0,63;;Sep;1;17.086;;
;;7;0,63;;;2;17.062;;
;;8;0,75;;;3;17.025;;
;;9;0,75;;;6;17.044;;
;;11;0,75;;;7;17.041;;
;;14;0,75;;;8;16.989;;
;;15;0,75;;;9;16.985;;
;;16;0,75;;;10;16.989;;
;;18;0,63;;;13;16.996;;
;;19;0,63;;;14;16.931;;
;;20;0,63;;;15;16.907;;
;;21;0,75;;;16;16.896;;
;;22;0,69;;;17;16.889;;
;;25;0,69;;;20;16.906;;
;;26;0,75;;;21;16.922;;
;;27;0,75;;;22;16.887;;
;;28;0,69;;;23;16.950;;
;Mar;1;0,75;;;24;16.919;;
;;2;0,75;;;27;16.903;;
;;4;0,81;;;28;16.947;;
;;5;0,88;;;29;16.938;;
;;6;0,88;;;30;16.908;;
;;7;1;;Oct;1;16.863;;
;;8;1,06;;;4;16.865;;
;;9;1,06;;;5;16.859;;
;;11;1,06;;;6;16.888;;
;;12;0,88;;;7;16.907;;
;;13;0,88;;;8;16.849;;
;;14;0,88;;;11;16.834;;
;;15;0,88;;;12;16.849;;
;;16;0,94;;;13;16.843;;
;;18;0,69;;;14;16.848;;
;;19;0,75;;;15;16.807;;
;;20;0,94;;;18;16.782;;
;;21;0,88;;;19;16.797;;
;;22;0,88;;;20;16.744;;
;;23;0,88;;;21;16.722;;
;;25;0,75;;;22;16.709;;
;;26;0,88;;;25;16.629;;
;;27;0,94;;;26;16.626;;
;;28;0,94;;;27;16.677;;
;;30;0,94;;;28;16.620;;
;Apr;1;0,88;;;29;16.621;;
;;2;0,75;;Nov;1;16.640;;
;;3;0,75;;;2;16.658;;
;;4;0,69;;;3;16.677;;
;;5;0,69;;;4;16.626;;
;;6;0,69;;;5;16.542;;
;;8;0,69;;;8;16.513;;
;;9;0,69;;;9;16.523;;
;;10;0,69;;;10;16.537;;
;;11;0,75;;;12;16.531;;
;;12;0,75;;;16;16.533;;
;;13;0,75;;;17;16.509;;
;;15;0,75;;;18;16.457;;
;;16;0,75;;;19;16.505;;
;;17;0,75;;;22;16.446;;
;;18;0,75;;;23;16.473;;
;;19;0,75;;;24;16.430;;
;;20;0,75;;;25;16.412;;
;;22;0,75;;;26;16.390;;
;;23;0,88;;;29;16.390;;
;;24;0,88;;;30;16.417;;
;;25;0,75;;Dec;1;16.350;;
;;26;0,75;;;2;16.324;;
;;27;0,75;;;3;16.441;;
;;29;0,69;;;6;16.333;;
;;30;0,75;;;7;16.345;;
;May;2;0,75;;;8;16.421;;
;;3;0,75;;;9;16.457;;
;;4;0,75;;;10;16.574;;
;;6;0,69;;;13;16.511;;
;;7;0,69;;;14;16.473;;
;;8;0,75;;;15;16.499;;
;;9;0,75;;;16;16.413;;
;;10;0,75;;;17;16.455;;
;;11;0,75;;;20;16.450;;
;;13;0,75;;;21;16.414;;
;;14;0,75;;;22;16.409;;
;;15;0,75;;;23;16.402;;
;;16;0,81;;;24;16.408;;
;;17;0,88;;;27;16.428;;
;;18;0,81;;;28;16.361;;
;;20;0,81;;;29;16.365;;
;;21;0,88;;;30;16.369;;
;;22;0,88;;;31;16.338;;
;;23;0,88;;;;;;
;;24;0,81;* Yearly; monthly and weekly figures are end period values,;;;;
;;25;0,81;* Daily figures are values as of noon,;;;;;
;;28;0,75;;;;;;
;;29;0,75;;;;;;
;;30;0,75;End of Period;;;S$ Per Unit of US Dollar;;
;;31;0,75;2005;Jan;3;16.391;;
;Jun;1;0,75;;;4;16.363;;
;;3;0,75;;;5;16.473;;
;;4;0,75;;;6;16.475;;
;;5;0,75;;;7;16.464;;
;;6;0,75;;;10;16.483;;
;;7;0,75;;;11;16.413;;
;;8;0,75;;;12;16.401;;
;;10;0,75;;;13;16.327;;
;;11;0,69;;;14;16.348;;
;;12;0,63;;;17;16.343;;
;;13;0,69;;;18;16.376;;
;;14;0,75;;;19;16.326;;
;;15;0,75;;;20;16.345;;
;;17;0,75;;;24;16.339;;
;;18;0,75;;;25;16.325;;
;;19;0,81;;;26;16.362;;
;;20;0,81;;;27;16.338;;
;;21;0,81;;;28;16.335;;
;;22;0,81;;;31;16.397;;
;;24;0,81;;Feb;1;16.388;;
;;25;0,81;;;2;16.378;;
;;26;0,88;;;3;16.375;;
;;27;0,81;;;4;16.381;;
;;28;0,81;;;7;16.367;;
;;29;0,81;;;8;16.453;;
;Jul;1;0,81;;;11;16.521;;
;;2;0,69;;;14;16.445;;
;;3;0,69;;;15;16.426;;
;;4;0,69;;;16;16.404;;
;;5;0,69;;;17;16.413;;
;;6;0,69;;;18;16.410;;
;;8;0,69;;;21;16.390;;
;;9;0,56;;;22;16.336;;
;;10;0,56;;;23;16.280;;
;;11;0,56;;;24;16.277;;
;;12;0,56;;;25;16.328;;
;;13;0,56;;;28;16.266;;
;;15;0,63;;Mar;1;16.247;;
;;16;0,63;;;2;16.241;;
;;17;0,56;;;3;16.275;;
;;18;0,63;;;4;16.302;;
;;19;0,63;;;7;16.264;;
;;20;0,63;;;8;16.236;;
;;22;0,63;;;9;16.218;;
;;23;0,63;;;10;16.177;;
;;24;0,63;;;11;16.225;;
;;25;0,63;;;14;16.197;;
;;26;0,69;;;15;16.231;;
;;27;0,69;;;16;16.230;;
;;29;0,69;;;17;16.235;;
;;30;0,69;;;18;16.242;;
;;31;0,69;;;21;16.288;;
;Aug;1;0,81;;;22;16.339;;
;;2;0,81;;;23;16.387;;
;;3;0,75;;;24;16.448;;
;;5;0,88;;;28;16.491;;
;;6;0,81;;;29;16.492;;
;;7;0,81;;;30;16.518;;
;;8;0,81;;;31;16.498;;
;;10;0,81;;Apr;1;16.577;;
;;12;0,81;;;4;16.635;;
;;13;0,81;;;5;16.677;;
;;14;0,81;;;6;16.587;;
;;15;0,81;;;7;16.580;;
