Date;Group;Series;Value;Group;Series;Value
7/10/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/10/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
9/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,835
10/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,85
11/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,855
12/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,895
13/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,895
14/10/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/10/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
16/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,96
17/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,0075
18/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,9625
19/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,09
20/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,0525
21/10/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/10/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
23/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,1
24/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,12
25/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,115
26/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,31
27/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,225
28/10/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/10/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
30/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,075
31/10/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,0825
1/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,9175
2/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,9325
3/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,8875
4/11/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/11/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
6/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,87
7/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,96
8/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,0075
9/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,04
10/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,9075
11/11/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/11/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
13/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,975
14/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,045
15/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,025
16/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,0775
17/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,1175
18/11/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/11/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
20/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,1875
21/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,175
22/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,2975
23/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,2575
24/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,3325
25/11/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/11/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
27/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,315
28/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,19
29/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,1225
30/11/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,075
1/12/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,9875
2/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
3/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
4/12/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,8575
5/12/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,71
6/12/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,6925
7/12/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,595
8/12/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,715
9/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
10/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/12/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,6875
12/12/2000;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;9,6625
13/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,75
14/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,6825
15/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,59
16/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
17/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
18/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,6
19/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,6825
20/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,6775
21/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,5675
22/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,525
23/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
24/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
25/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
27/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4975
28/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,5375
29/12/2000;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,535
30/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
31/12/2000;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4225
3/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,3925
4/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4475
5/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,345
6/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
7/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,3525
9/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,44
10/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,49
11/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4125
12/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,265
13/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
14/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,3525
16/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4525
17/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4875
18/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4725
19/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,3925
20/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
21/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4975
23/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,535
24/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,545
25/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,65
26/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,605
27/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
28/01/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,5925
30/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,625
31/01/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4975
1/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,4425
2/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,465
3/02/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
4/02/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,5
6/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,5175
7/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,585
8/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,5725
9/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,705
10/02/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/02/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,6225
13/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,6875
14/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,8175
15/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,8475
16/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,88
17/02/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
18/02/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,8189
20/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,8317
21/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,8797
22/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,9151
23/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,9975
24/02/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
25/02/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,9325
27/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,8375
28/02/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,845
1/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,7975
2/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,685
3/03/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
4/03/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,7325
6/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,7425
7/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,6925
8/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,725
9/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,72
10/03/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/03/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,7725
13/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,93
14/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,035
15/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,0775
16/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,155
17/03/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
18/03/2001;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,2075
20/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,1325
21/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,125
22/03/2001;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,335
