Banco de México;;;
;;;
Tasas y precios de referencia/ Tasa de campio peso-dólar;;;
Tasas de interés representativas;;;
;;;
Fecha de consulta: 13/05/2024 09:19:49;;;
;;;
;;;
;;;
Título;Tasas de interés interbancarias Por ciento anual, TIIE a 91 días;Tasa objetivo;Serie histórica del tipo de cambio, Tipo de cambio peso dólar desde 1954
Periodo disponible;23/01/1997 - 13/05/2024;21/01/2008 - 13/05/2024;19/04/1954 - 10/05/2024
Periodicidad;Diaria;Diaria;Diaria
Cifra;Porcentajes;Porcentajes;Tipo de Cambio
Unidad;Porcentajes;Sin Unidad;Pesos por Dólar
Base;;;
Aviso;;;
Tipo de información;Niveles;Niveles;Niveles
Fecha;SF43878;SF61745;SF63528
24/01/2018;77.400;72.500;19,7443
25/01/2018;77.350;72.500;19,9012
26/01/2018;77.175;72.500;20,0665
27/01/2018;N/E;72.500;20,1605
28/01/2018;N/E;72.500;20,12
29/01/2018;77.252;72.500;20,0093
30/01/2018;77.350;72.500;19,8407
31/01/2018;77.443;72.500;19,7967
1/02/2018;77.400;72.500;19,9377
2/02/2018;77.300;72.500;20,0447
3/02/2018;N/E;72.500;20,0383
4/02/2018;N/E;72.500;20,1802
5/02/2018;N/E;72.500;20,3183
6/02/2018;77.450;72.500;20,2992
7/02/2018;77.500;72.500;20,356
8/02/2018;77.627;75.000;20,4707
9/02/2018;77.829;75.000;20,567
10/02/2018;N/E;75.000;20,3728
11/02/2018;N/E;75.000;20,4075
12/02/2018;79.000;75.000;20,335
13/02/2018;79.071;75.000;20,2535
14/02/2018;79.000;75.000;20,2218
15/02/2018;78.900;75.000;20,1085
16/02/2018;78.850;75.000;20,3172
17/02/2018;N/E;75.000;20,372
18/02/2018;N/E;75.000;20,2592
19/02/2018;78.850;75.000;20,32
20/02/2018;78.800;75.000;20,1443
21/02/2018;78.793;75.000;20,0782
22/02/2018;78.700;75.000;19,9637
23/02/2018;78.735;75.000;19,9663
24/02/2018;N/E;75.000;19,9267
25/02/2018;N/E;75.000;19,8657
26/02/2018;78.650;75.000;19,8282
27/02/2018;78.700;75.000;19,887
28/02/2018;78.700;75.000;19,8377
1/03/2018;78.652;75.000;19,7933
2/03/2018;78.655;75.000;19,5965
3/03/2018;N/E;75.000;19,4953
4/03/2018;N/E;75.000;19,694
5/03/2018;78.650;75.000;19,7388
6/03/2018;78.525;75.000;19,5585
7/03/2018;78.564;75.000;19,5742
8/03/2018;78.600;75.000;19,5547
9/03/2018;78.688;75.000;19,5998
10/03/2018;N/E;75.000;19,59
11/03/2018;N/E;75.000;19,6128
12/03/2018;78.638;75.000;19,9297
13/03/2018;78.525;75.000;20,4527
14/03/2018;78.500;75.000;20,6583
15/03/2018;78.450;75.000;20,6675
16/03/2018;78.400;75.000;20,5728
17/03/2018;N/E;75.000;20,476
18/03/2018;N/E;75.000;20,2442
19/03/2018;N/E;75.000;20,1963
20/03/2018;78.561;75.000;20,0465
21/03/2018;78.480;75.000;20,0365
22/03/2018;78.669;75.000;19,8707
23/03/2018;78.625;75.000;19,8797
24/03/2018;N/E;75.000;19,9847
25/03/2018;N/E;75.000;20,1443
26/03/2018;78.725;75.000;20,1335
27/03/2018;78.675;75.000;20,3817
28/03/2018;78.675;75.000;20,2877
29/03/2018;N/E;75.000;20,5598
30/03/2018;N/E;75.000;20,7228
31/03/2018;N/E;75.000;20,6022
1/04/2018;N/E;75.000;20,4423
2/04/2018;78.725;75.000;20,7473
3/04/2018;78.738;75.000;20,7882
4/04/2018;78.775;75.000;20,7613
5/04/2018;78.700;75.000;20,9415
6/04/2018;78.704;75.000;20,611
7/04/2018;N/E;75.000;20,3957
8/04/2018;N/E;75.000;20,4407
9/04/2018;78.650;75.000;20,4913
10/04/2018;78.658;75.000;20,6562
11/04/2018;78.550;75.000;20,515
12/04/2018;78.500;75.000;20,4652
13/04/2018;78.632;75.000;20,433
14/04/2018;N/E;75.000;20,512
15/04/2018;N/E;75.000;20,3778
16/04/2018;78.475;75.000;20,3485
17/04/2018;78.539;75.000;20,2633
18/04/2018;78.475;75.000;20,5152
19/04/2018;78.500;75.000;20,6305
20/04/2018;78.475;75.000;20,3358
21/04/2018;N/E;75.000;20,401
22/04/2018;N/E;75.000;20,2789
23/04/2018;78.450;75.000;20,2715
24/04/2018;78.475;75.000;19,9562
25/04/2018;78.550;75.000;19,9595
26/04/2018;78.593;75.000;19,874
27/04/2018;78.600;75.000;19,8618
28/04/2018;N/E;75.000;19,9303
29/04/2018;N/E;75.000;20,0387
30/04/2018;78.602;75.000;20,0835
1/05/2018;N/E;75.000;20,1957
2/05/2018;78.682;75.000;20,1598
3/05/2018;78.600;75.000;19,9982
4/05/2018;78.650;75.000;19,9198
5/05/2018;N/E;75.000;19,9437
6/05/2018;N/E;75.000;19,9268
7/05/2018;78.718;75.000;19,9945
8/05/2018;78.700;75.000;20,1465
9/05/2018;78.675;75.000;20,0962
10/05/2018;78.864;75.000;20,2473
11/05/2018;78.750;75.000;19,9753
12/05/2018;N/E;75.000;19,962
13/05/2018;N/E;75.000;20,138
14/05/2018;78.725;75.000;20,0297
15/05/2018;78.850;75.000;20,0203
16/05/2018;78.838;75.000;19,9027
17/05/2018;78.950;75.000;19,7957
18/05/2018;79.000;75.000;20,055
19/05/2018;N/E;75.000;19,9768
20/05/2018;N/E;75.000;20,0525
21/05/2018;79.050;75.000;19,9943
22/05/2018;78.986;75.000;20
23/05/2018;79.000;75.000;20,0027
24/05/2018;79.025;75.000;19,9608
25/05/2018;79.027;75.000;20,1627
26/05/2018;N/E;75.000;20,3517
27/05/2018;N/E;75.000;20,357
28/05/2018;79.025;75.000;20,3058
29/05/2018;78.950;75.000;20,1927
30/05/2018;78.950;75.000;20,0925
31/05/2018;79.118;75.000;20,0008
1/06/2018;79.400;75.000;19,9698
2/06/2018;N/E;75.000;20,1267
3/06/2018;N/E;75.000;20,1087
4/06/2018;79.250;75.000;20,0502
5/06/2018;79.200;75.000;19,9752
6/06/2018;79.522;75.000;19,9652
7/06/2018;79.450;75.000;20,0352
8/06/2018;79.650;75.000;20,0398
9/06/2018;N/E;75.000;20,0838
10/06/2018;N/E;75.000;19,9913
11/06/2018;79.625;75.000;20,0207
12/06/2018;79.575;75.000;20,1272
13/06/2018;79.737;75.000;20,0448
14/06/2018;79.956;75.000;19,9647
15/06/2018;80.200;75.000;19,9535
16/06/2018;N/E;75.000;19,8712
17/06/2018;N/E;75.000;19,8553
18/06/2018;80.375;75.000;19,8365
19/06/2018;80.206;75.000;19,8303
20/06/2018;80.241;75.000;19,8245
21/06/2018;80.250;77.500;19,7463
22/06/2018;80.440;77.500;19,6673
23/06/2018;N/E;77.500;19,5202
24/06/2018;N/E;77.500;19,4647
25/06/2018;81.200;77.500;19,4775
26/06/2018;81.275;77.500;19,5887
27/06/2018;81.325;77.500;19,394
28/06/2018;81.400;77.500;19,5353
29/06/2018;81.375;77.500;19,4015
30/06/2018;N/E;77.500;19,3818
1/07/2018;N/E;77.500;19,3137
2/07/2018;81.415;77.500;19,4333
3/07/2018;81.450;77.500;19,493
4/07/2018;81.449;77.500;19,4667
5/07/2018;81.475;77.500;19,3683
6/07/2018;81.466;77.500;19,3692
7/07/2018;N/E;77.500;19,3393
8/07/2018;N/E;77.500;19,325
9/07/2018;81.471;77.500;19,216
10/07/2018;81.600;77.500;19,3965
11/07/2018;81.550;77.500;19,1433
12/07/2018;81.600;77.500;19,3422
13/07/2018;81.550;77.500;19,7567
14/07/2018;N/E;77.500;19,803
15/07/2018;N/E;77.500;19,6977
16/07/2018;81.550;77.500;19,6732
17/07/2018;81.575;77.500;19,8192
18/07/2018;81.547;77.500;19,6458
19/07/2018;81.550;77.500;19,6955
20/07/2018;81.500;77.500;19,7963
21/07/2018;N/E;77.500;19,7932
22/07/2018;N/E;77.500;19,7557
23/07/2018;81.500;77.500;19,7482
24/07/2018;81.400;77.500;19,6932
25/07/2018;81.420;77.500;19,574
26/07/2018;81.550;77.500;19,4287
27/07/2018;81.550;77.500;19,3983
28/07/2018;N/E;77.500;19,4407
29/07/2018;N/E;77.500;19,4143
30/07/2018;81.550;77.500;19,3615
31/07/2018;81.625;77.500;19,4715
1/08/2018;81.575;77.500;19,4883
2/08/2018;81.537;77.500;19,422
3/08/2018;81.550;77.500;19,3568
4/08/2018;N/E;77.500;19,3672
5/08/2018;N/E;77.500;19,1753
6/08/2018;81.375;77.500;19,1648
7/08/2018;81.437;77.500;19,1108
8/08/2018;81.525;77.500;19,026
9/08/2018;81.377;77.500;18,8735
10/08/2018;81.365;77.500;18,7922
11/08/2018;N/E;77.500;18,7913
12/08/2018;N/E;77.500;18,7493
13/08/2018;81.368;77.500;18,7493
14/08/2018;81.318;77.500;19,0327
15/08/2018;81.300;77.500;18,9257
16/08/2018;81.386;77.500;18,8267
17/08/2018;81.450;77.500;18,8318
18/08/2018;N/E;77.500;18,82
19/08/2018;N/E;77.500;18,8355
20/08/2018;81.402;77.500;18,7872
21/08/2018;81.396;77.500;18,7793
22/08/2018;81.475;77.500;18,7937
23/08/2018;81.500;77.500;18,739
24/08/2018;81.465;77.500;18,6232
25/08/2018;N/E;77.500;18,8895
26/08/2018;N/E;77.500;19,0517
27/08/2018;81.525;77.500;18,9435
28/08/2018;81.500;77.500;18,9543
29/08/2018;81.425;77.500;18,6893
30/08/2018;81.500;77.500;18,6327
31/08/2018;81.442;77.500;18,5383
1/09/2018;N/E;77.500;18,6428
2/09/2018;N/E;77.500;18,5497
3/09/2018;81.491;77.500;18,4142
4/09/2018;81.471;77.500;18,397
5/09/2018;81.416;77.500;18,3938
6/09/2018;81.500;77.500;18,3483
7/09/2018;81.465;77.500;18,4107
8/09/2018;N/E;77.500;18,4023
9/09/2018;N/E;77.500;18,4077
10/09/2018;81.625;77.500;18,3448
11/09/2018;81.681;77.500;18,17
12/09/2018;81.850;77.500;18,126
13/09/2018;81.744;77.500;18,0123
14/09/2018;81.800;77.500;18,0122
15/09/2018;N/E;77.500;18,1155
16/09/2018;N/E;77.500;17,9662
17/09/2018;81.750;77.500;18,0577
18/09/2018;81.740;77.500;18,4083
19/09/2018;81.800;77.500;18,8302
20/09/2018;81.775;77.500;18,6427
21/09/2018;81.753;77.500;18,9972
22/09/2018;N/E;77.500;18,9095
23/09/2018;N/E;77.500;18,8977
24/09/2018;81.800;77.500;18,6755
25/09/2018;81.800;77.500;18,5437
26/09/2018;81.800;77.500;18,4902
27/09/2018;81.750;77.500;18,5178
28/09/2018;81.750;77.500;18,383
29/09/2018;N/E;77.500;18,2523
30/09/2018;N/E;77.500;18,1052
1/10/2018;81.725;77.500;18,0932
2/10/2018;81.650;77.500;18,0415
3/10/2018;81.600;77.500;18,107
4/10/2018;81.600;77.500;18,1185
5/10/2018;81.575;77.500;18,3323
6/10/2018;N/E;77.500;18,1765
7/10/2018;N/E;77.500;18,187
8/10/2018;81.553;77.500;18,066
9/10/2018;81.516;77.500;18,0152
10/10/2018;81.542;77.500;18,0638
11/10/2018;81.550;77.500;18,0868
12/10/2018;81.515;77.500;18,063
13/10/2018;N/E;77.500;18,0448
14/10/2018;N/E;77.500;18,009
15/10/2018;81.525;77.500;17,9988
16/10/2018;81.600;77.500;18,0082
17/10/2018;81.550;77.500;18,0892
18/10/2018;81.570;77.500;18,103
19/10/2018;81.535;77.500;18,0723
20/10/2018;N/E;77.500;17,9975
21/10/2018;N/E;77.500;18,0325
22/10/2018;81.662;77.500;17,906
23/10/2018;81.621;77.500;17,9575
24/10/2018;81.775;77.500;17,7863
25/10/2018;81.683;77.500;17,8213
26/10/2018;81.800;77.500;17,7608
27/10/2018;N/E;77.500;17,5845
28/10/2018;N/E;77.500;17,6287
29/10/2018;81.850;77.500;17,6142
30/10/2018;82.300;77.500;17,538
31/10/2018;82.400;77.500;17,4672
1/11/2018;82.750;77.500;17,5872
2/11/2018;N/E;77.500;17,7342
3/11/2018;N/E;77.500;17,693
4/11/2018;N/E;77.500;17,868
5/11/2018;82.900;77.500;17,9687
6/11/2018;82.743;77.500;17,8195
7/11/2018;82.975;77.500;17,8252
8/11/2018;82.950;77.500;17,6723
9/11/2018;83.105;77.500;17,5605
10/11/2018;N/E;77.500;17,6532
11/11/2018;N/E;77.500;17,7418
12/11/2018;83.176;77.500;17,5673
13/11/2018;83.200;77.500;17,5063
14/11/2018;83.168;77.500;17,4732
15/11/2018;83.228;80.000;17,4192
16/11/2018;83.604;80.000;17,3608
17/11/2018;N/E;80.000;17,4085
18/11/2018;N/E;80.000;17,284
19/11/2018;N/E;80.000;17,312
20/11/2018;84.250;80.000;17,2185
21/11/2018;84.275;80.000;17,1247
22/11/2018;84.259;80.000;17,1762
23/11/2018;84.335;80.000;17,0792
24/11/2018;N/E;80.000;17,0945
25/11/2018;N/E;80.000;17,2043
26/11/2018;84.500;80.000;17,1547
27/11/2018;84.425;80.000;17,1713
28/11/2018;84.500;80.000;17,1795
29/11/2018;84.600;80.000;17,1445
30/11/2018;84.485;80.000;17,1013
1/12/2018;N/E;80.000;17,072
2/12/2018;N/E;80.000;17,1187
3/12/2018;84.450;80.000;17,1358
4/12/2018;84.425;80.000;17,0517
5/12/2018;84.562;80.000;17,026
6/12/2018;84.500;80.000;17,004
7/12/2018;84.475;80.000;17,2825
8/12/2018;N/E;80.000;17,1012
9/12/2018;N/E;80.000;17,0605
10/12/2018;84.578;80.000;17,0783
11/12/2018;84.559;80.000;16,8537
12/12/2018;N/E;80.000;16,8905
13/12/2018;84.650;80.000;16,7892
14/12/2018;84.650;80.000;16,7858
15/12/2018;N/E;80.000;16,748
16/12/2018;N/E;80.000;16,7667
17/12/2018;84.650;80.000;16,846
18/12/2018;84.675;80.000;16,9393
19/12/2018;84.700;80.000;16,8367
20/12/2018;84.750;82.500;16,9075
21/12/2018;84.887;82.500;16,8825
22/12/2018;N/E;82.500;16,7338
23/12/2018;N/E;82.500;16,6895
24/12/2018;86.000;82.500;16,7303
25/12/2018;N/E;82.500;16,8533
26/12/2018;86.250;82.500;17,0193
27/12/2018;86.200;82.500;17,2892
28/12/2018;86.271;82.500;17,0555
29/12/2018;N/E;82.500;17,0608
30/12/2018;N/E;82.500;17,1122
31/12/2018;86.347;82.500;17,0767
1/01/2019;N/E;82.500;16,9548
2/01/2019;86.375;82.500;17,0045
3/01/2019;86.307;82.500;17,0672
4/01/2019;86.275;82.500;17,1388
5/01/2019;N/E;82.500;17,0768
6/01/2019;N/E;82.500;17,1225
7/01/2019;86.255;82.500;17,0477
8/01/2019;86.225;82.500;17,0202
9/01/2019;86.231;82.500;16,9267
10/01/2019;86.175;82.500;16,8077
11/01/2019;86.186;82.500;16,809
12/01/2019;N/E;82.500;16,7718
13/01/2019;N/E;82.500;16,7432
14/01/2019;86.325;82.500;16,8402
15/01/2019;86.250;82.500;16,7477
16/01/2019;86.250;82.500;16,917
17/01/2019;86.225;82.500;17,1113
18/01/2019;86.080;82.500;17,175
19/01/2019;N/E;82.500;17,3492
20/01/2019;N/E;82.500;17,5805
21/01/2019;86.150;82.500;17,5543
22/01/2019;86.175;82.500;17,5767
23/01/2019;86.150;82.500;17,3813
24/01/2019;86.200;82.500;17,2553
25/01/2019;86.167;82.500;17,1235
26/01/2019;N/E;82.500;17,1042
27/01/2019;N/E;82.500;17,0807
28/01/2019;86.100;82.500;17,1307
29/01/2019;86.143;82.500;17,0805
30/01/2019;86.050;82.500;17,024
31/01/2019;86.075;82.500;17,1675
1/02/2019;86.000;82.500;17,1568
2/02/2019;N/E;82.500;17,3733
3/02/2019;N/E;82.500;17,4758
4/02/2019;N/E;82.500;17,7287
5/02/2019;85.975;82.500;17,6195
6/02/2019;86.000;82.500;17,4127
7/02/2019;85.967;82.500;17,592
8/02/2019;85.950;82.500;17,9025
9/02/2019;N/E;82.500;18,017
10/02/2019;N/E;82.500;18,2407
11/02/2019;85.900;82.500;18,1837
12/02/2019;85.875;82.500;18,3482
13/02/2019;85.800;82.500;17,9917
14/02/2019;85.725;82.500;17,842
15/02/2019;85.676;82.500;17,9132
16/02/2019;N/E;82.500;18,0362
17/02/2019;N/E;82.500;17,9568
18/02/2019;85.685;82.500;17,9097
19/02/2019;85.737;82.500;18,244
20/02/2019;85.575;82.500;18,2873
21/02/2019;85.450;82.500;18,2343
22/02/2019;85.532;82.500;18,1218
23/02/2019;N/E;82.500;18,2842
24/02/2019;N/E;82.500;18,3122
25/02/2019;85.450;82.500;18,2178
26/02/2019;85.455;82.500;18,0752
27/02/2019;85.438;82.500;18,064
28/02/2019;85.439;82.500;18,0368
1/03/2019;85.423;82.500;17,9305
2/03/2019;N/E;82.500;17,4117
3/03/2019;N/E;82.500;17,5308
4/03/2019;85.408;82.500;17,5097
5/03/2019;85.400;82.500;17,5017
6/03/2019;85.225;82.500;17,4888
7/03/2019;85.300;82.500;17,748
8/03/2019;85.288;82.500;17,6138
9/03/2019;N/E;82.500;17,3917
10/03/2019;N/E;82.500;17,3387
11/03/2019;85.294;82.500;17,2708
12/03/2019;85.275;82.500;17,2175
13/03/2019;85.276;82.500;17,2102
14/03/2019;85.251;82.500;17,2133
15/03/2019;85.238;82.500;17,1787
16/03/2019;N/E;82.500;17,1268
17/03/2019;N/E;82.500;17,1555
18/03/2019;N/E;82.500;17,1357
19/03/2019;85.175;82.500;17,187
20/03/2019;85.190;82.500;17,373
21/03/2019;85.224;82.500;17,2143
22/03/2019;85.187;82.500;17,406
23/03/2019;N/E;82.500;17,4215
24/03/2019;N/E;82.500;17,2685
25/03/2019;85.175;82.500;17,4197
26/03/2019;85.198;82.500;17,3688
27/03/2019;84.950;82.500;17,447
28/03/2019;85.040;82.500;17,398
29/03/2019;84.975;82.500;17,299
30/03/2019;N/E;82.500;17,1908
31/03/2019;N/E;82.500;17,2277
1/04/2019;84.900;82.500;17,0652
2/04/2019;84.975;82.500;17,0673
3/04/2019;84.925;82.500;17,059
4/04/2019;84.975;82.500;16,9738
5/04/2019;84.962;82.500;16,9727
6/04/2019;N/E;82.500;16,922
7/04/2019;N/E;82.500;16,8935
8/04/2019;84.950;82.500;16,919
9/04/2019;85.002;82.500;17,0297
10/04/2019;85.000;82.500;17,0492
11/04/2019;85.000;82.500;17,0458
12/04/2019;85.000;82.500;16,8987
13/04/2019;N/E;82.500;16,8133
14/04/2019;N/E;82.500;16,9347
15/04/2019;84.925;82.500;16,9912
16/04/2019;85.050;82.500;16,9898
17/04/2019;85.000;82.500;16,858
18/04/2019;N/E;82.500;16,8983
19/04/2019;N/E;82.500;17,1598
20/04/2019;N/E;82.500;17,2957
21/04/2019;N/E;82.500;17,1995
22/04/2019;85.046;82.500;17,1325
23/04/2019;85.010;82.500;17,1125
24/04/2019;85.005;82.500;17,352
25/04/2019;85.075;82.500;17,1673
26/04/2019;85.100;82.500;17,2375
27/04/2019;N/E;82.500;17,1657
28/04/2019;N/E;82.500;17,2333
29/04/2019;85.100;82.500;17,1932
30/04/2019;85.050;82.500;17,1633
1/05/2019;N/E;82.500;17,1335
2/05/2019;85.025;82.500;17,1447
3/05/2019;85.133;82.500;17,0357
4/05/2019;N/E;82.500;17,0398
5/05/2019;N/E;82.500;17,1023
6/05/2019;85.175;82.500;17,0855
7/05/2019;85.125;82.500;17,068
8/05/2019;85.137;82.500;17,1982
9/05/2019;85.175;82.500;17,1105
10/05/2019;85.141;82.500;17,068
11/05/2019;N/E;82.500;17,0602
12/05/2019;N/E;82.500;17,05
13/05/2019;85.165;82.500;17,0458
14/05/2019;85.164;82.500;17,0603
15/05/2019;85.175;82.500;17,121
16/05/2019;85.146;82.500;17,126
17/05/2019;85.150;82.500;17,126
18/05/2019;N/E;82.500;17,0605
19/05/2019;N/E;82.500;17,0962
20/05/2019;85.125;82.500;17,0633
21/05/2019;85.175;82.500;17,0217
22/05/2019;85.175;82.500;16,9828
23/05/2019;85.137;82.500;16,9257
24/05/2019;85.110;82.500;16,8728
25/05/2019;N/E;82.500;16,877
26/05/2019;N/E;82.500;16,7985
27/05/2019;85.137;82.500;16,8083
28/05/2019;85.137;82.500;16,8272
29/05/2019;85.150;82.500;16,7127
30/05/2019;85.175;82.500;16,692
31/05/2019;85.175;82.500;16,71
1/06/2019;N/E;82.500;16,8523
2/06/2019;N/E;82.500;16,759
3/06/2019;85.225;82.500;16,762
4/06/2019;85.256;82.500;16,7367
5/06/2019;85.393;82.500;16,7032
6/06/2019;85.273;82.500;16,678
7/06/2019;85.274;82.500;16,5323
8/06/2019;N/E;82.500;16,6578
9/06/2019;N/E;82.500;16,5673
10/06/2019;85.256;82.500;16,5415
11/06/2019;85.225;82.500;16,5173
12/06/2019;85.150;82.500;16,4758
13/06/2019;85.200;82.500;16,3357
14/06/2019;85.175;82.500;16,3932
15/06/2019;N/E;82.500;16,4883
16/06/2019;N/E;82.500;16,4583
17/06/2019;85.160;82.500;16,6693
18/06/2019;85.185;82.500;16,6815
19/06/2019;85.188;82.500;17,0252
20/06/2019;85.150;82.500;16,9948
21/06/2019;85.143;82.500;17,1145
23/06/2019;N/E;82.500;17,212
24/06/2019;85.125;82.500;17,1243
25/06/2019;84.925;82.500;16,9995
26/06/2019;84.875;82.500;17,1098
27/06/2019;84.900;82.500;17,1883
28/06/2019;84.833;82.500;17,1552
29/06/2019;N/E;82.500;17,0243
30/06/2019;N/E;82.500;17,0958
1/07/2019;84.750;82.500;16,9393
2/07/2019;84.818;82.500;17,0042
3/07/2019;84.610;82.500;16,8947
4/07/2019;84.625;82.500;16,9083
5/07/2019;84.688;82.500;16,9087
6/07/2019;N/E;82.500;16,866
7/07/2019;N/E;82.500;16,769
8/07/2019;84.625;82.500;
9/07/2019;84.680;82.500;
10/07/2019;84.735;82.500;
11/07/2019;84.750;82.500;
12/07/2019;84.775;82.500;
13/07/2019;N/E;82.500;
14/07/2019;N/E;82.500;
15/07/2019;84.500;82.500;
16/07/2019;84.634;82.500;
17/07/2019;84.525;82.500;
18/07/2019;84.475;82.500;
19/07/2019;84.475;82.500;
20/07/2019;N/E;82.500;
21/07/2019;N/E;82.500;
22/07/2019;84.506;82.500;
23/07/2019;84.500;82.500;
24/07/2019;84.110;82.500;
25/07/2019;84.250;82.500;
26/07/2019;84.250;82.500;
27/07/2019;N/E;82.500;
28/07/2019;N/E;82.500;
29/07/2019;84.206;82.500;
30/07/2019;84.200;82.500;
31/07/2019;84.155;82.500;
1/08/2019;84.100;82.500;
2/08/2019;84.575;82.500;
3/08/2019;N/E;82.500;
4/08/2019;N/E;82.500;
5/08/2019;84.340;82.500;
6/08/2019;83.875;82.500;
7/08/2019;84.050;82.500;
8/08/2019;83.975;82.500;
9/08/2019;83.925;82.500;
10/08/2019;N/E;82.500;
11/08/2019;N/E;82.500;
12/08/2019;83.987;82.500;
13/08/2019;83.918;82.500;
14/08/2019;83.859;82.500;
15/08/2019;83.750;80.000;
16/08/2019;83.350;80.000;
17/08/2019;N/E;80.000;
18/08/2019;N/E;80.000;
19/08/2019;82.600;80.000;
20/08/2019;82.500;80.000;
21/08/2019;82.550;80.000;
22/08/2019;82.575;80.000;
23/08/2019;82.500;80.000;
24/08/2019;N/E;80.000;
25/08/2019;N/E;80.000;
26/08/2019;82.537;80.000;
27/08/2019;82.370;80.000;
28/08/2019;82.400;80.000;
29/08/2019;82.200;80.000;
30/08/2019;82.200;80.000;
31/08/2019;N/E;80.000;
1/09/2019;N/E;80.000;
2/09/2019;82.125;80.000;
3/09/2019;82.075;80.000;
4/09/2019;81.800;80.000;
5/09/2019;81.850;80.000;
6/09/2019;81.775;80.000;
7/09/2019;N/E;80.000;
8/09/2019;N/E;80.000;
9/09/2019;81.750;80.000;
10/09/2019;81.450;80.000;
11/09/2019;81.350;80.000;
12/09/2019;81.325;80.000;
13/09/2019;81.212;80.000;
14/09/2019;N/E;80.000;
15/09/2019;N/E;80.000;
16/09/2019;N/E;80.000;
17/09/2019;81.100;80.000;
18/09/2019;81.025;80.000;
19/09/2019;80.950;80.000;
20/09/2019;80.875;80.000;
21/09/2019;N/E;80.000;
22/09/2019;N/E;80.000;
23/09/2019;80.450;80.000;
24/09/2019;80.400;80.000;
25/09/2019;80.250;80.000;
26/09/2019;80.150;77.500;
27/09/2019;80.025;77.500;
28/09/2019;N/E;77.500;
29/09/2019;N/E;77.500;
30/09/2019;79.355;77.500;
1/10/2019;79.300;77.500;
2/10/2019;79.275;77.500;
3/10/2019;79.250;77.500;
4/10/2019;79.200;77.500;
5/10/2019;N/E;77.500;
6/10/2019;N/E;77.500;
7/10/2019;79.100;77.500;
8/10/2019;79.200;77.500;
9/10/2019;79.250;77.500;
10/10/2019;79.200;77.500;
11/10/2019;79.175;77.500;
12/10/2019;N/E;77.500;
13/10/2019;N/E;77.500;
14/10/2019;79.137;77.500;
15/10/2019;79.125;77.500;
16/10/2019;79.200;77.500;
17/10/2019;79.150;77.500;
18/10/2019;79.150;77.500;
19/10/2019;N/E;77.500;
20/10/2019;N/E;77.500;
21/10/2019;78.675;77.500;
22/10/2019;78.850;77.500;
23/10/2019;78.575;77.500;
24/10/2019;78.550;77.500;
25/10/2019;78.465;77.500;
26/10/2019;N/E;77.500;
27/10/2019;N/E;77.500;
28/10/2019;78.400;77.500;
29/10/2019;78.355;77.500;
30/10/2019;78.302;77.500;
31/10/2019;78.226;77.500;
1/11/2019;77.765;77.500;
2/11/2019;N/E;77.500;
3/11/2019;N/E;77.500;
4/11/2019;77.800;77.500;
5/11/2019;77.700;77.500;
6/11/2019;77.650;77.500;
7/11/2019;77.575;77.500;
8/11/2019;77.537;77.500;
9/11/2019;N/E;77.500;
10/11/2019;N/E;77.500;
11/11/2019;77.518;77.500;
12/11/2019;77.434;77.500;
13/11/2019;77.375;77.500;
14/11/2019;77.287;75.000;
15/11/2019;76.893;75.000;
16/11/2019;N/E;75.000;
17/11/2019;N/E;75.000;
18/11/2019;N/E;75.000;
19/11/2019;76.525;75.000;
20/11/2019;76.500;75.000;
21/11/2019;76.485;75.000;
22/11/2019;76.500;75.000;
23/11/2019;N/E;75.000;
24/11/2019;N/E;75.000;
25/11/2019;76.300;75.000;
26/11/2019;76.325;75.000;
27/11/2019;76.262;75.000;
28/11/2019;76.250;75.000;
29/11/2019;76.225;75.000;
30/11/2019;N/E;75.000;
1/12/2019;N/E;75.000;
2/12/2019;76.210;75.000;
3/12/2019;76.250;75.000;
4/12/2019;76.225;75.000;
5/12/2019;76.112;75.000;
6/12/2019;76.125;75.000;
7/12/2019;N/E;75.000;
8/12/2019;N/E;75.000;
9/12/2019;76.145;75.000;
10/12/2019;76.125;75.000;
11/12/2019;75.962;75.000;
12/12/2019;N/E;75.000;
13/12/2019;75.900;75.000;
14/12/2019;N/E;75.000;
15/12/2019;N/E;75.000;
16/12/2019;75.850;75.000;
17/12/2019;75.850;75.000;
18/12/2019;75.750;75.000;
19/12/2019;75.575;72.500;
20/12/2019;75.482;72.500;
21/12/2019;N/E;72.500;
22/12/2019;N/E;72.500;
23/12/2019;74.600;72.500;
24/12/2019;74.600;72.500;
25/12/2019;N/E;72.500;
26/12/2019;74.575;72.500;
27/12/2019;74.550;72.500;
28/12/2019;N/E;72.500;
29/12/2019;N/E;72.500;
30/12/2019;74.525;72.500;
31/12/2019;74.465;72.500;
1/01/2020;N/E;72.500;
2/01/2020;74.460;72.500;
3/01/2020;74.900;72.500;
4/01/2020;N/E;72.500;
5/01/2020;N/E;72.500;
6/01/2020;74.667;72.500;
7/01/2020;74.580;72.500;
8/01/2020;74.537;72.500;
9/01/2020;74.513;72.500;
10/01/2020;74.487;72.500;
11/01/2020;N/E;72.500;
12/01/2020;N/E;72.500;
13/01/2020;74.450;72.500;
14/01/2020;74.425;72.500;
15/01/2020;74.415;72.500;
16/01/2020;74.392;72.500;
17/01/2020;74.375;72.500;
18/01/2020;N/E;72.500;
19/01/2020;N/E;72.500;
